title,year,type,root_key,all_ids,sources,draft,jellyplex,drive,draft_mtime,nas_mtime,drive_mtime,episodes,thuyet_minh_vn,sub_langs,folder_local,folder_jellyfin,folder_plex,folder_gdrive
Pokémon the Movie: Hoopa and the Clash of Ages,2015,,tvdb-2465,imdb-tt4503906 tmdb-350499 tvdb-2465,jellyfin+plex,0,1,0,,2026-02-02,,,0,,,Pokémon the Movie: Hoopa and the Clash of Ages (2015).mp4,Pokémon: Chiếc vòng ánh sáng của siêu ma thần Hoopa,
Pokémon the Movie: I Choose You!,2017,,tvdb-2780,imdb-tt6595896 tmdb-436931 tvdb-2780,jellyfin+plex,0,1,0,,2026-02-01,,,1,,,Pókemon Movie 21 I Choose You 2017 ViE 1080p WEB-DL DD5.1 H.264-HDMania.mkv,Pokémon: Tớ Chọn Cậu!,
Pokémon the Movie: Kyurem vs. the Sword of Justice,2012,,tvdb-8524,imdb-tt2549540 tmdb-150213 tvdb-8524,jellyfin+plex,0,1,0,,2026-02-02,,,0,,,Pokémon the Movie: Kyurem vs the Sword of Justice (2012).mp4,Pokémon: Kyurem và Thánh Kiếm Sĩ Keldeo,
Pokémon the Movie: Mewtwo Strikes Back - Evolution,2019,,tmdb-571891,imdb-tt8856470 tmdb-571891,jellyfin,0,1,0,,2026-02-02,,,0,,,[Yumei-Anime] Pokemon Movie 22 [TM_].mkv,,
Pokémon the Movie: Secrets of the Jungle,2020,,tvdb-132595,imdb-tt11819890 tmdb-662708 tvdb-132595,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon the Movie: Secrets of the Jungle (2020).mp4,Pokémon: Bí Mật Rừng Rậm,
Pokémon the Movie: The Power of Us,2018,,tvdb-2038,imdb-tt8108230 tmdb-494407 tvdb-2038,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon the Movie: The Power of Us (2018).mp4,Pokémon: Sức Mạnh Của Chúng Ta,
Pokémon the Movie: Volcanion and the Mechanical Marvel,2016,,tvdb-8507,imdb-tt5889204 tmdb-382190 tvdb-8507,jellyfin+plex,0,1,0,,2026-02-02,,,0,,,Pokémon the Movie: Volcanion and the Mechanical Marvel (2016).mp4,Pokémon XY&Z: Volkenion và Magiana Siêu Máy Móc,
Pokémon the Movie: White - Victini and Zekrom,2011,,tvdb-9333,imdb-tt1739212 tmdb-88557 tvdb-9333,jellyfin+plex,0,1,0,,2026-02-02,,,0,,,Pokémon the Movie: White - Victini and Zekrom (2011).mp4,Pokémon: Trắng - Victini và Zekrom,
Pokémon: Arceus and the Jewel of Life,2009,,tvdb-3400,imdb-tt1468843 tmdb-39057 tvdb-3400,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon: Arceus and the Jewel of Life (2009).mp4,Pokémon: Arceus Chinh Phục Khoảng Không Thời Gian,
Pokémon: Destiny Deoxys,2004,,tvdb-4698,imdb-tt0435286 tmdb-34065 tvdb-4698,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon: Destiny Deoxys (2004).mp4,Pokémon: Deoxys Kẻ Phá Vỡ Bầu Trời,
Pokémon: Giratina and the Sky Warrior,2008,,tvdb-9326,imdb-tt1160525 tmdb-47292 tvdb-9326,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon: Giratina and the Sky Warrior (2008).mp4,"Pokémon: Giratina & Shaymin, Chiến Binh Bầu Trời",
Pokémon: Jirachi Wish Maker,2003,,tvdb-4637,imdb-tt0420076 tmdb-36218 tvdb-4637,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon: Jirachi - Wish Maker (2003).mp4,Pokémon: Bảy đêm cùng ngôi sao ước nguyện Jirachi,
Pokémon: Lucario and the Mystery of Mew,2005,,tvdb-7189,imdb-tt0875609 tmdb-34067 tvdb-7189,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon: Lucario and the Mystery of Mew (2005).mp4,Pokémon: Mew Và Người Hùng Của Ngọn Sóng Lucario,
Pokémon: The First Movie,1998,,tvdb-959,imdb-tt0190641 tmdb-10228 tvdb-959,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon: The First Movie - Mewtwo Strikes Back (1998).mp4,Pokémon: Mewtwo phục thù,
Pokémon: The Rise of Darkrai,2007,,tvdb-4270,imdb-tt1226251 tmdb-25961 tvdb-4270,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon: The Rise of Darkrai (2007).mp4,Pokémon: Sự Trỗi Dậy Của Darkrai,
Pokémon: Zoroark - Master of Illusions,2010,,tvdb-8738,imdb-tt1690470 tmdb-50087 tvdb-8738,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon: Zoroark - Master of Illusions (2010).mp4,Pokémon: Zoroark - Bậc Thầy Ảo Ảnh,
Pom Poko,,,tvdb-2922,imdb-tt0110008 tmdb-15283 tvdb-2922,plex,0,1,0,,,,,0,,,,Cuộc Chiến Gấu Trúc,
Ponyo,2008,,tvdb-370,imdb-tt0876563 tmdb-12429 tvdb-370,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Cô bé người cá Ponyo.2008.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Cô Bé Ponyo,
Porco Rosso,1992,,tvdb-2298,imdb-tt0104652 tmdb-11621 tvdb-2298,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Porco Rosso.1992.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Chú Heo Màu Đỏ,
Primitive Recall,1990,,tmdb-39745,imdb-tt3704852 tmdb-34853 tmdb-39745 tvdb-320122,jellyfin+plex+local+gdrive,1,1,1,,2026-05-12,,48,0,"eng,vie",The Three-Eyed One (1990) {tvdb-320122} [tvdbid-320122],The Three-Eyed One (1990) {tvdb-320122} [tvdbid-320122],The Three-eyed One (1990),The Three-Eyed One (1990) {tvdb-320122} [tvdbid-320122]
Princess Mononoke,1997,,tvdb-791,imdb-tt0119698 tmdb-128 tvdb-791,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Công chúa Mononoke.1997.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Công Chúa Sói Mononoke,
Ressha Sentai ToQger The Movie: Galaxy Line S.O.S.,2014,,tvdb-194457,imdb-tt3758512 tmdb-272157 tvdb-194457,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,Ressha Sentai ToQger The Movie: Galaxy Line S.O.S..mkv,Ressha Sentai ToQger: The Movie - Galaxy Line SOS,
Ressha Sentai ToQger vs. Kyoryuger: The Movie,2015,,tvdb-108599,imdb-tt4152148 tmdb-313462 tvdb-108599,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,"Ressha Sentai ToQger DVD Special: Farewell, Ticket! The Wasteland Super ToQ Battle!.avi",Ressha Sentai ToQger vs. Kyoryuger: The Movie,
Ricos y Famosos,,,tmdb-39023,tmdb-39023 tvdb-79178,gdrive,0,0,1,,,,,0,,,,,Transformers - Car Robots (2000) {tvdb-77087}
Rise of the Planet of the Apes,2011,,tvdb-359,imdb-tt1318514 tmdb-61791 tvdb-359,jellyfin+plex,0,1,0,,2023-10-21,,,0,eng,,Rise of the Planet of the Apes (2011).mkv,Sự Nổi Dậy Của Hành Tinh Khỉ,
Road to Ninja: Naruto the Movie,2012,,tvdb-6066,imdb-tt2290828 tmdb-118406 tvdb-6066,jellyfin+plex,0,1,0,,2023-10-14,,,1,eng,,Road to Ninja Naruto the Movie (2012).mkv,Naruto  Shippuden Movie 6: Đường Tới Ninja,
Royal Tramp,1992,,tvdb-17478,imdb-tt0104770 tmdb-51730 tvdb-17478,jellyfin+plex,0,1,0,,2025-06-22,,,1,,,Royal.Tramp.1992.BluRay.1080p.DD5.1.3Audio.x264-MTeam~USLT.mkv,Lộc Đỉnh Ký I: Vi Tiểu Bảo,
Royal Tramp 2,1992,,tvdb-23020,imdb-tt0104771 tmdb-51731 tvdb-23020,jellyfin+plex,0,1,0,,2025-06-22,,,1,,,Royal.Tramp.2.1992.BluRay.1080p.AC3.2Audio.x264-CHD~USLT.mkv,Lộc Đỉnh Ký II: Thần Long Giáo,
Samurai Sentai Shinkenger the Movie: The Fateful War,2009,,tvdb-53367,imdb-tt1467295 tmdb-188297 tvdb-53367,jellyfin+plex,0,1,0,,2021-08-06,,,0,,,Samurai Sentai Shinkenger the Movie: The Fateful War.mkv,Chiến Đội Thần Kiếm Shinkenger: Trận Chiến Định Mệnh,
Samurai Sentai Shinkenger vs. Go-Onger: GinmakuBang!!,2010,,tvdb-43306,imdb-tt1567735 tmdb-188301 tvdb-43306,jellyfin+plex,0,1,0,,2021-08-06,,,0,,,Samurai Sentai Shinkenger vs. Go-Onger: Silver Screen BANG!!.mkv,Samurai Sentai Shinkenger vs. Go-onger Ginmaku Bang!,
Samurai Sentai Shinkenger: The Light Samurai's Surprise Transformation,,,tvdb-327312,imdb-tt2393955 tmdb-522497 tvdb-327312,plex,0,1,0,,,,,0,,,,Samurai Sentai Shinkenger: The Light Samurai's Surprise Transformation,
Secret,,,tvdb-67147,imdb-tt0211413 tmdb-88517 tvdb-67147,plex,0,1,0,,,,,0,,,,Bí Mật,
Shang-Chi and the Legend of the Ten Rings,2021,,tvdb-131146,imdb-tt9376612 tmdb-566525 tvdb-131146,jellyfin+plex,0,1,0,,2022-06-20,,,0,"eng,vie",,Shang-Chi and the Legend of the Ten Rings (2021).mkv,Shang-Chi và Huyền Thoại Thập Luân,
Sherlock,2010,,tvdb-176941,imdb-tt1475582 tmdb-19885 tvdb-176941,jellyfin+plex,0,1,0,,2026-05-13,,21,0,eng,,Sherlock,Thám Tử Sherlock,
Sherlock Holmes,2009,,tvdb-718,imdb-tt0988045 tmdb-10528 tvdb-718,jellyfin+plex,0,1,0,,2025-06-22,,,0,"eng,vie",,Sherlock.Holmes.2009.1080p.NF.WEB-DL.DDP5.1.x264-HBO.mkv,Thám Tử Sherlock Holmes,
Sherlock Holmes: A Game of Shadows,2011,,tvdb-980,imdb-tt1515091 tmdb-58574 tvdb-980,jellyfin+plex,0,1,0,,2025-06-23,,,0,,,Sherlock Holmes A Game of Shadows (2011).mkv,Thám Tử Sherlock Holmes: Trò Chơi Của Bóng Đêm,
Shippû! 'Konoha gakuen' den,,,tvdb-140088,imdb-tt6163058 tvdb-140088,plex,0,1,0,,,,,0,,,,Shippû! 'Konoha gakuen' den,
Shuriken Sentai Ninninger: AkaNinger vs. StarNinger Hundred Nin Battle!,2015,,tvdb-164870,imdb-tt4816046 tmdb-435024 tvdb-164870,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,Shuriken Sentai Ninninger: AkaNinger vs. StarNinger Hundred Nin Battle!.avi,Shuriken Sentai Ninninger: AkaNinger vs. StarNinger Hundred Nin Battle!,
Silent Parade,2022,,tvdb-223421,imdb-tt21608894 tmdb-956564 tvdb-223421,jellyfin+plex,0,1,0,,2023-04-12,,,0,,,Silent Parade (2022).mp4,Cuộc Diễu Hành Thầm Lặng,
Sing,2016,,tvdb-674,imdb-tt3470600 tmdb-335797 tvdb-674,jellyfin+plex,0,1,0,,2026-06-02,,,0,,,Sing (2016).strm,Đấu Trường Âm Nhạc,
Sonic the Hedgehog 3,2024,,tvdb-348227,imdb-tt18259086 tmdb-939243 tvdb-348227,jellyfin+plex,0,1,0,,2026-06-02,,,0,,,Sonic the Hedgehog 3 (2024).strm,Nhím Sonic 3,
Space Squad: Space Sheriff Gavan VS Tokusou Sentai Dekaranger,2017,,tvdb-46726,imdb-tt6195584 tmdb-434025 tvdb-46726,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Space Squad: Space Sheriff Gavan VS Tokusou Sentai Dekaranger.mkv,Space Squad: Gavan vs. Dekaranger,
Spellbinder,1995,,tvdb-71894,imdb-tt0112174 tmdb-1455 tvdb-71894,jellyfin+plex,0,1,0,,2026-05-13,,52,1,eng,,Spellbinder,Spellbinder: Vùng Đất của Những Nhà Thông Thái,
Sphinx – Secrets of the History,,,tmdb-61099,tmdb-61099 tvdb-279782,gdrive,0,0,1,,,,,0,,,,,The File of Young Kindaichi Returns (2014) {tmdb-69355}
Spider-Man,2002,,tvdb-301,imdb-tt0145487 tmdb-557 tvdb-301,jellyfin+plex,0,1,0,,2023-08-04,,,0,"eng,fre,por,spa,tur",,Spider-Man (2002).mkv,Người Nhện,
Spider-Man 2,2004,,tvdb-6389,imdb-tt0316654 tmdb-558 tvdb-6389,jellyfin+plex,0,1,0,,2023-08-04,,,0,"ara,chi,cze,dan,dut,eng,fin,fre,ger,gre,heb,hin,hun,ice,ind,ita,jpn,kor,nor,pol,por,rum,rus,spa,swe,tha,tur,ukr,vie",,Spider-Man 2 (2004).mkv,Người Nhện 2,
Spider-Man 3,2007,,tvdb-586,imdb-tt0413300 tmdb-559 tvdb-586,jellyfin+plex,0,1,0,,2023-08-04,,,0,"bul,cze,dan,dut,eng,fin,hrv,hun,pol,slv,swe",,Spider-Man 3 (2007).mkv,Người Nhện 3,
Spider-Man: Across the Spider-Verse,2023,,tvdb-132814,imdb-tt9362722 tmdb-569094 tvdb-132814,jellyfin+plex,0,1,0,,2023-09-28,,,1,"ara,bul,chi,cze,dan,dut,eng,est,fre,ger,gre,heb,hun,ind,ita,jpn,kor,lav,lit,may,nor,pol,por,slo,slv,spa,swe,tha,ukr,vie",,Spider-Man.Across.the.Spider-Verse.2023.ViE.1080p.WEB-DL.DDP5.1.Atmos.H.264-FLUX.mkv,Người Nhện: Du Hành Vũ Trụ Nhện,
Spider-Man: Far From Home,2019,,tvdb-4137,imdb-tt6320628 tmdb-429617 tvdb-4137,jellyfin+plex,0,1,0,,2022-06-19,,,0,"eng,vie",,Spider-Man Far From Home (2019).mkv,Người Nhện: Xa Nhà,
Spider-Man: Homecoming,2017,,tvdb-68,imdb-tt2250912 tmdb-315635 tvdb-68,jellyfin+plex,0,1,0,,2022-06-19,,,0,"eng,fre,spa,vie",,Spider-Man Homecoming (2017).mkv,Người Nhện: Trở Về Nhà,
Spider-Man: Into the Spider-Verse,2018,,tvdb-33,imdb-tt4633694 tmdb-324857 tvdb-33,jellyfin+plex,0,1,0,,2023-08-04,,,1,"ara,chi,eng,fre,heb,por,spa,vie",,Spider-Man Into the Spider-Verse (2018).mkv,Người Nhện: Vũ Trụ Mới,
Spider-Man: No Way Home,2021,,tvdb-132448,imdb-tt10872600 tmdb-634649 tvdb-132448,jellyfin+plex,0,1,0,,2022-06-19,,,0,vie,,Spider-Man No Way Home (2021).mkv,Người Nhện: Không Còn Nhà,
Spirited Away,2001,,tvdb-276,imdb-tt0245429 tmdb-129 tvdb-276,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Vùng đất linh hồn.2001.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Vùng Đất Linh Hồn,
Stand by Me Doraemon,2014,,tvdb-6355,imdb-tt3331846 tmdb-265712 tvdb-6355,jellyfin+plex,0,1,0,,2025-06-05,,,1,"eng,vie",,Stand by Me Doraemon (2014).mkv,Doraemon: Đôi Bạn Thân,
Stand by Me Doraemon 2,2020,,tvdb-140535,imdb-tt13428402 tmdb-728754 tvdb-140535,jellyfin+plex,0,1,0,,2025-06-05,,,1,vie,,Stand by Me Doraemon 2 (2020).mkv,Doraemon: Đôi Bạn Thân 2,
Super B-Daman,,,tmdb-16482,tmdb-16482,local,1,0,0,,,,,0,,Bakukyuu Renpatsu Super B-Daman (1999) {tmdb-16482},,,
Super Fishing Grander Musashi,1997,,tmdb-212212,imdb-tt15233596 tmdb-212212,jellyfin,0,1,0,,2026-05-13,,64,1,,,Super Fishing Grander Musashi (1997),,
Super Fishing Grander Musashi,,,tvdb-309529,tmdb-116066 tvdb-309529,plex,0,1,0,,,,,0,,,,Super Fishing Grander Musashi,
Superman,2025,,tvdb-343855,imdb-tt5950044 tmdb-1061474 tvdb-343855,jellyfin+plex,0,1,0,,2026-05-21,,,0,,,Superman (2025).strm,Superman,
Suspect X,,,tvdb-21069,imdb-tt1160629 tmdb-42341 tvdb-21069,plex,0,1,0,,,,,0,,,,Phía sau Nghi can X,
Suzume,2022,,tvdb-331904,imdb-tt16428256 tmdb-916224 tvdb-331904,jellyfin+plex,0,1,0,,2025-06-23,,,0,"chi,eng,ind,may,tha,vie",,Suzume no Tojimari (2022) [1080p.iTunes.WEB-DL.DD5.1.H.264-xiaopieCHDWEB-KM].mkv,Khóa Chặt Cửa Nào Suzume,
Swapped,2026,,tvdb-372209,imdb-tt29552248 tmdb-1007757 tvdb-372209,jellyfin+plex,0,1,0,,2026-06-02,,,0,,,Swapped (2026).strm,Cuộc phiêu lưu biến hóa,
Tales from Earthsea,2006,,tvdb-2822,imdb-tt0495596 tmdb-37933 tvdb-2822,jellyfin+plex,0,1,0,,2026-05-19,,,1,"eng,vie",,Huyền thoại đất liền và đại dương 2006 NF -KM.mkv,Huyền Thoại Đất Liền Và Đại Dương,
Tensou Sentai Goseiger vs Shinkenger: Epic on the Silver Screen,2011,,tvdb-35344,imdb-tt1764632 tmdb-200569 tvdb-35344,jellyfin+plex,0,1,0,,2020-07-05,,,0,,,Tensou Sentai Goseiger vs Shinkenger: Epic on the Silver Screen.mkv,Tensou Sentai Goseiger vs. Shinkenger: Epic on Ginmaku,
Tensou Sentai Goseiger: Epic on The Movie,2010,,tvdb-127581,imdb-tt1667123 tmdb-200566 tvdb-127581,jellyfin+plex,0,1,0,,2025-06-24,,,0,,,Tensou Sentai Goseiger: Epic on The Movie.mkv,Chiến Đội Thiên Sứ Goseiger: Bản Điện Ảnh,
The Amazing Spider-Man,2012,,tvdb-473,imdb-tt0948470 tmdb-1930 tvdb-473,jellyfin+plex,0,1,0,,2023-08-04,,,0,"eng,fre,spa,vie",,The Amazing Spider-Man (2012).mkv,Người Nhện Siêu Đẳng,
The Amazing Spider-Man 2,2014,,tvdb-552,imdb-tt1872181 tmdb-102382 tvdb-552,jellyfin+plex,0,1,0,,2023-08-04,,,0,eng,,The Amazing Spider-Man 2 (2014).mkv,Người Nhện Siêu Đẳng 2,
The Avengers,2012,,tvdb-31,imdb-tt0848228 tmdb-24428 tvdb-31,jellyfin+plex,0,1,0,,2022-06-20,,,0,"eng,por,spa,tur",,The Avengers (2012).mkv,Avengers 1:Biệt Đội Siêu Anh Hùng,
The Cat Returns,2002,,tvdb-2413,imdb-tt0347618 tmdb-15370 tvdb-2413,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Loài mèo trả ơn.2002.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Loài Mèo Trả Ơn,
The Crimes That Bind,2018,,tvdb-12485,imdb-tt7080138 tmdb-479034 tvdb-12485,jellyfin+plex,0,1,0,,2025-06-08,,,0,,,The Crimes That Bind (2018).mp4,The Crimes That Bind,
The Dark Knight,2008,,tvdb-116,imdb-tt0468569 tmdb-155 tvdb-116,jellyfin+plex,0,1,0,,2026-06-02,,,0,,,The Dark Knight (2008).strm,Kỵ Sĩ Bóng Đêm,
The Devotion of Suspect X,2017,,tvdb-187135,imdb-tt3401392 tmdb-446076 tvdb-187135,jellyfin+plex,0,1,0,,2023-05-17,,,0,,,[Japan] Suspect X - 2008.ts,Phía Sau Nghi Can X,
The Falcon and the Winter Soldier,2021,,tvdb-362496,imdb-tt9208876 tmdb-88396 tvdb-362496,jellyfin,0,1,0,,2026-05-20,,,0,,,The Falcon & The Winter Solider,,
The File of Young Kindaichi Returns,2014,,tmdb-69355,imdb-tt3620020 tmdb-69355,jellyfin+plex,0,1,0,,2026-05-13,,285,0,vie,,The File of Young Kindaichi Returns (2014),Thám tử Kindaichi trở lại,
The Files of the Young Kindaichi,1995,,tvdb-248458,imdb-tt21035364 tmdb-36366 tvdb-248458,jellyfin+plex+local,1,1,0,,2026-05-13,,52,0,vie,The Files of the Young Kindaichi (1995) {tvdb-248458},The Files of the Young Kindaichi (1995),The Files of Young Kindaichi,
The Files of the Young Kindaichi (Live Action),1997,,tmdb-123617,imdb-tt0348952 tmdb-123617 tmdb-23587 tvdb-79460,jellyfin+plex+gdrive,0,1,1,,2026-05-19,,285,0,"eng,ind,jpn,vie",,The File of Young Kindaichi (1997) {tvdb-79460} [tvdbid-79460],Thám tử Kindaichi,The Files of the Young Kindaichi (1995) {tvdb-248458}
The Files of Young Kindaichi: Legend of the Shanghai Mermaid,1997,,tmdb-320786,imdb-tt0298384 tmdb-320786,jellyfin+plex,0,1,0,,2024-05-26,,,0,vie,,The Files of Young Kindaichi - Legend of the Shanghai Mermaid (1997) - [1080p].mkv,Thám tử trung học Kindaichi: Truyền thuyết nàng tiên cá Thượng Hải,
The Garden of Words,2013,,tvdb-2321,imdb-tt2591814 tmdb-198375 tvdb-2321,jellyfin+plex,0,1,0,,2025-06-23,,,0,,,Kotonoha no Niwa (2013) [1080p] [Blu-ray].mkv,Khu Vườn Ngôn Từ,
The Guardians of the Galaxy Holiday Special,2022,,tvdb-144720,imdb-tt13623136 tmdb-774752 tvdb-144720,jellyfin+plex,0,1,0,,2022-11-29,,,0,"chi,cze,dan,dut,eng,fin,fre,ger,gre,hun,ita,jpn,kor,nor,pol,por,rum,slo,spa,swe,tur,vie",,The Guardians of the Galaxy Holiday Special (2022).mkv,Vệ Binh Dải Ngân Hà: Tập Đặc Biệt,
The Hovering Blade,2009,,tvdb-115920,imdb-tt1415224 tmdb-55334 tvdb-115920,jellyfin+plex,0,1,0,,2023-05-28,,,0,,,The Hovering Blade (2009).mp4,The Hovering Blade,
The Ice Age Adventures of Buck Wild,2022,,tvdb-318628,imdb-tt13634480 tmdb-774825 tvdb-318628,jellyfin+plex,0,1,0,,2024-01-06,,,0,,,The Ice Age Adventures of Buck Wild (2022).mkv,Kỷ Băng Hà: Cuộc Phiêu Lưu Của Buck Wild,
The Incredible Hulk,2008,,tvdb-584,imdb-tt0800080 tmdb-1724 tvdb-584,jellyfin+plex,0,1,0,,2022-06-19,,,0,"eng,vie",,The Incredible Hulk (2008).mkv,Người Khổng Lồ Xanh Phi Thường,
The Invincible Iron Man,2007,,tvdb-11128,imdb-tt0903135 tmdb-13647 tvdb-11128,jellyfin+plex,0,1,0,,2025-06-04,,,0,,,The Invincible Iron Man 2007 -.mp4,The Invincible Iron Man,
The Last: Naruto the Movie,2014,,tvdb-6255,imdb-tt3717532 tmdb-317442 tvdb-6255,jellyfin+plex,0,1,0,,2023-10-14,,,0,vie,,The Last Naruto the Movie (2014).mkv,Naruto Shippuden Movie 7: Trận Chiến Cuối Cùng,
The Legend of Lu Xiaofeng (2007),2007,,tvdb-281416,imdb-tt1227160 tmdb-134968 tvdb-281416,jellyfin+plex,0,1,0,,2026-05-20,,11,1,,,Lục Tiểu Phụng Truyền Kỳ 2007,Lục Tiểu Phụng Truyền Kỳ,
The Letters,2006,,tmdb-149723,imdb-tt0882809 tmdb-149723,jellyfin+plex,0,1,0,,2023-05-18,,,0,,,Tegami - Keigo Higashino 2018.mp4,The Letters,
The Matrix,1999,,tvdb-169,imdb-tt0133093 tmdb-603 tvdb-169,jellyfin+plex,0,1,0,,2026-06-03,,,0,,,The Matrix (1999).strm,Ma Trận,
The Miracles of the Namiya General Store,2017,,tvdb-39327,imdb-tt6298600 tmdb-477652 tvdb-39327,jellyfin+plex,0,1,0,,2023-05-18,,,0,,,The Miracles of the Namiya General Store (2017).avi,The Miracles of the Namiya General Store,
The New Adventures of Chor Lau Heung,2001,,tvdb-297216,tmdb-7875 tvdb-297216,jellyfin+plex,0,1,0,,2026-05-13,,40,1,,,The New Adventures of Chor Lau Heung (2001),Tân Sở Lưu Hương - Bí Mật Hổ Phách Quan Âm,
The Place Promised in Our Early Days,2004,,tvdb-4284,imdb-tt0381348 tmdb-12924 tvdb-4284,jellyfin+plex,0,1,0,,2025-06-23,,,0,,,Kumo no Mukou Yakusoku no Basho(2004) [BD].mp4,"Bên Kia Đám Mây, Nơi Ta Hẹn Ước",
The Punisher: One Last Kill,2026,,tvdb-371477,imdb-tt36042156 tmdb-1439930 tvdb-371477,jellyfin+plex,0,1,0,,2026-06-02,,,0,,,The Punisher One Last Kill (2026).strm,The Punisher: Phát Súng Cuối Cùng,
The Secret Garden,1993,,tmdb-11236,imdb-tt0108071 tmdb-11236,jellyfin,0,1,0,,2025-06-02,,,0,,,Secret (1999).mp4,,
The Secret World of Arrietty,2010,,tvdb-1270,imdb-tt1568921 tmdb-51739 tvdb-1270,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Thế giới bí mật của Arrietty.2010.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Thế Giới Bí Mật Của Arrietty,
The Shawshank Redemption,1994,,tvdb-190,imdb-tt0111161 tmdb-278 tvdb-190,jellyfin+plex,0,1,0,,2026-06-02,,,0,,,The Shawshank Redemption (1994).strm,Nhà Tù Shawshank,
The Super Mario Galaxy Movie,2026,,tvdb-354713,imdb-tt28650488 tmdb-1226863 tvdb-354713,jellyfin+plex,0,1,0,,2026-05-21,,,0,,,The Super Mario Galaxy Movie (2026).strm,Phim Super Mario Thiên Hà,
The Tale of The Princess Kaguya,2013,,tvdb-4922,imdb-tt2576852 tmdb-149871 tvdb-4922,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Chuyện công chúa Kaguya.2013.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Chuyện Nàng Công Chúa Kaguya,
The Three-Eyed One: The Prince of Devil Island,,,tmdb-564755,tmdb-564755,gdrive,0,0,1,,,,,0,,,,,The Three-Eyed One - The Prince of Devil Island (1985) {tmdb-564755}
The Voice South Africa,2025,,tmdb-248102,,jellyfin+plex,0,1,0,,2026-05-12,,24,0,"vie,zho",,Mashin Creator Wataru (2025) {tmdb-248102} [tmdbid-248102],Mashin Creator Wataru,
The Westward,,,tmdb-83031,tmdb-83031 tvdb-371131,local+gdrive,1,0,1,,,,,0,,The Westward (2018) {tvdb-371131},,,The Westward (2018) {tvdb-371131}
The Wind Rises,2013,,tvdb-4111,imdb-tt2013293 tmdb-149870 tvdb-4111,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,The.Wind.Rises.2013.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Gió Vẫn Thổi,
The Wings of the Kirin,2012,,tvdb-40287,imdb-tt1946285 tmdb-122734 tvdb-40287,jellyfin+plex,0,1,0,,2023-05-18,,,0,,,The Wings of the Kirin 2012.ts,Đôi Cánh Kỳ Lân,
The Wolverine,2013,,tvdb-20145,imdb-tt1430132 tmdb-76170 tvdb-20145,jellyfin+plex,0,1,0,,2023-10-21,,,1,"eng,fre,vie",,The Wolverine (2013).mkv,X-Men: Người Sói Wolverine,
The Young Detective,2000,,tvdb-352375,imdb-tt6788684 tmdb-52453 tvdb-352375,jellyfin+plex,0,1,0,,2026-05-13,,125,1,,,Young Justice Bao (2000),Thiếu niên Bao Thanh Thiên,
They're Back! Tokumei Sentai Go-Busters vs. Doubutsu Sentai Go-Busters,2013,,tvdb-74785,imdb-tt2754918 tmdb-205605 tvdb-74785,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,They're Back! Tokumei Sentai Go-Busters vs. Doubutsu Sentai Go-Busters.mkv,Tokumei Sentai Go-Busters Returns vs. Dôbutsu Sentai Go-Busters,
Thor,2011,,tvdb-123,imdb-tt0800369 tmdb-10195 tvdb-123,jellyfin+plex,0,1,0,,2022-06-19,,,0,"eng,vie",,Thor (2011).mkv,Thần Sấm I,
Thor: Love and Thunder,2022,,tvdb-131141,imdb-tt10648342 tmdb-616037 tvdb-131141,jellyfin+plex,0,1,0,,2023-07-29,,,0,"eng,vie",,Thor Love and Thunder (2022).mkv,Thor: Tình Yêu và Sấm Sét,
